"=""Recurso""";"=""Unid.""";"=""Média""";"=""CMA""";"=""Simulado""";"=""Qtd.Est.""";"=""Ped.Pend.""";"=""Saldo""";"=""Cust.Unit.""";"=""TRP""";"=""DEE"""
"=""266176 - PLACA DE IDENT. CEMAG""";"=""Un""";"266,666666666667";"300";"1";"2467";"0";"2466";"1,05";"30";"277,5375"
"=""274124 - PORCA SEX     1/2   UNC  ZB""";"=""Un""";"2719,33333333333";"2950";"1";"6342";"0";"6341";"1";"30";"69,9656778622211"
"=""274355 - PORCA SEX     1/4          UNF""";"=""Un""";"118";"50";"1";"544";"1000";"1543";"0,09";"30";"138,305084745763"
"=""274604 - PORCA SEX     3/8""""  UNC  ZB""";"=""Un""";"15,3333333333333";"23";"1";"4202";"0";"4201";"0,5";"35";"9591,52173913043"
"=""282169 - REBITE DE ALUMINIO   6X12""";"=""Un""";"666,666666666667";"0";"1";"4000";"0";"3999";"0,1883";"4";"24"
"=""299108 - CABO DE ACO 3/16"""" GALV. 6X7 + AF.""";"=""M""";"125,616666666667";"76,65";"1";"359,5";"500";"858,5";"1,91";"25";"71,5470346291628"
"=""300022 - LIQUIDO REFRIGERANTE PLASMA HYPERTHERM (HYP028872)""";"=""L""";"22,68";"7,56";"1";"191,2";"37,8";"228";"48,045";;"0"
"=""300039 - SUPORTE P/ ARAME MIG""";"=""Un""";"0";"0";"1";"5";"0";"4";"25";;"0"
"=""300041 - PRIMER EPOXI 1202 COMP. A+B""";"=""L""";"6";"3,6";"1";"126";"0";"125";"77,75";;"0"
"=""313131 - ESM. PU ACRILICO LARANJA""";"=""L""";"524,786666666667";"523,52";"1";"669,88";"292,6";"961,48";"66,7727";"12";"15,3177672196956"
"=""313132 - REDUTOR PARA PU""";"=""L""";"584,333333333333";"657";"1";"1585";"195";"1779";"20,954";;"0"
"=""313134 - ESM. PU ACRILICO AMARELO""";"=""L""";"98,56";"24,64";"1";"603,68";"0";"602,68";"52,8994";;"0"
"=""313135 - ESM. PU ACRILICO AZUL""";"=""L""";"177,366666666667";"76,26";"1";"800,8";"0";"799,8";"86,88";"12";"54,1792896072167"
"=""313209 - FITA CREPE 48x50 P/PINTURA""";"=""Un""";"18";"18";"1";"48";"0";"47";"13,3";;"0"
"=""313210 - CATALISADOR PU 1/1 5058 COMP B""";"=""L""";"302,07";"287,04";"1";"802,92";"109,2";"911,12";"79,0769";"12";"31,8967126824908"
"=""314018 - ELETRODO 1/8           E  6010""";"=""KG""";"6,66666666666667";"0";"1";"20";"0";"19";"33,5";"10";"30"
"=""316209 - PREGO DE    1 X15        C/CAB""";"=""KG""";"0";"0";"1";"1";"0";"0";"5,1";;"0"
"=""316301 - PREGO DE 2.1/2X10        C/CAB""";"=""KG""";"8,33333333333333";"0";"1";"5";"0";"4";"18,51";;"0"
"=""316404 - PREGO DE    2 X10        C/CAB""";"=""KG""";"3,33333333333333";"0";"1";"5";"0";"4";"19,38";"10";"15"
"=""316465 - PREGO ARDOX C/ CAB. 2.1/2"""" X 10""";"=""KG""";"8,33333333333333";"0";"1";"5";"0";"4";"28,01";;"0"
"=""318139 - ESM. SINT. AMARELO VALMET""";"=""L""";"6";"7,2";"1";"75,6";"0";"74,6";"40,6028";"30";"378"
"=""318167 - BONDERIT M-FE 564""";"=""KG""";"133,333333333333";"250";"1";"250";"400";"649";"13,14";;"0"
"=""318168 - BONDERITE C-IC 3995""";"=""KG""";"13,3333333333333";"0";"1";"0";"100";"99";"46,66";;"0"
"=""318169 - BONDERITE C-AK L 95 (desengraxante)""";"=""KG""";"455";"390";"1";"845";"130";"974";"24,21";;"0"
"=""318170 - BONDERITE C-AD B 725 (aditivo)""";"=""KG""";"53,3333333333333";"50";"1";"90";"50";"139";"33,48";;"0"
"=""318172 - BONDERITE M-AD 700 (auxiliar)""";"=""KG""";"6,66666666666667";"0";"1";"480";"0";"479";"22,31";;"0"
"=""318173 - BONDERITE M-FE F212 BO (fosfatizante)""";"=""KG""";"200";"240";"1";"0";"240";"239";"20,72";;"0"
"=""318280 - ESM. SINT. CINZA OPALESCENTE""";"=""L""";"41,4666666666667";"57,6";"1";"102,4";"0";"101,4";"36,5333";"12";"29,6334405144695"
"=""318346 - ESM. SINT. VERMELHO M.F.""";"=""L""";"20,4";"36";"1";"100,8";"0";"99,8";"40,0111";"30";"148,235294117647"
"=""318413 - ESM. SINT. LARANJA""";"=""L""";"31,2";"43,2";"1";"46,8";"0";"45,8";"43,0222";"30";"45"
"=""318416 - TINTA PÓ 26 LI LARANJA W RAL 2002 BR""";"=""KG""";"225";"325";"1";"975";"0";"974";"47,8708";"30";"130"
"=""318504 - ESM. SINT. VERDE J. DEERE""";"=""L""";"7,2";"7,2";"1";"90";"0";"89";"38,1472";"30";"375"
"=""318656 - ESM. SINT. AZUL N. HOLLAND""";"=""L""";"15,6";"7,2";"1";"79,2";"0";"78,2";"37,4778";"30";"152,307692307692"
"=""318723 - TINTA P/SERIGRAFIA SINT. BRANCO""";"=""L""";"0";"0";"1";"23,4";"0";"22,4";"116,4398";"20";"468"
"=""326409 - VERNIZ SINTÉTICO - TINGIDO""";"=""L""";"0";"0";"1";"288";"0";"287";"36,52";"25";"7200"
"=""326537 - SELADOR P/ MADEIRA - INCOLOR""";"=""L""";"1,2";"3,6";"1";"280,8";"0";"279,8";"30,5889";;"0"
"=""350023 - ANTI-RESPINGO DE SOLDA LIQUIDO SPATTER OFF""";"=""L""";"260";"270";"1";"90";"600";"689";"17,85";;"0"
"=""350076 - AGUA DESTILADA DESMINERALIZADA""";"=""L""";"0";"0";"1";"21";"0";"20";"3,62";;"0"
"=""350151 - COLA BRANCA""";"=""L""";"0,333333333333333";"0";"1";"19";"0";"18";"17,5";;"0"
"=""350253 - MASSA POLIESTER SW - 750 GRAMAS""";"=""Un""";"1,33333333333333";"1";"1";"15";"0";"14";"33,5";;"0"
"=""350527 - LOCTITE 271 TB. C/ 50 GR.""";"=""Un""";"5,33333333333333";"7";"1";"14";"0";"13";"160";"10";"26,25"
"=""350622 - SKYLACK THINNER PU TH700""";"=""L""";"461";"441";"1";"1475";"0";"1474";"18,0622";;"0"
"=""350625 - AGUARRÁS""";"=""L""";"23,3333333333333";"0";"1";"70";"0";"69";"17,971";;"0"
"=""350630 - SOLVENTE TX-9""";"=""L""";"480";"425";"1";"140";"400";"539";"16,3202";;"0"
"=""350631 - SOLVENTE (TOLUENO)""";"=""L""";"0,01";"0,03";"1";"159,97";"0";"158,97";"12,7047";"10";"1599,7"
"=""350991 - SILICONE ULTRA 598 BLACK 70GR""";"=""Un""";"0";"0";"1";"26";"0";"25";"224,58";;"0"
"=""400025 - MAD. BARROTE P/EMBALAGEM 0.05 X0.05 X 3.0M""";"=""Un""";"314,333333333333";"295";"1";"292";"0";"291";"15,5";;"0"
"=""487873 - DETER-SOLV 15 (PARA LIMPEZA DE PEÇAS)""";"=""L""";"333,333333333333";"200";"1";"800";"1000";"1799";"18,5";;"0"
"=""497820 - MANTA FILMA POLIET. 2mm. X 1,20 MT.""";"=""M2""";"2520";"2400";"1";"8520";"1800";"10319";"2,283";;"0"
"=""497822 - TUBO EPE DIAM. 30 X 3MM X 1,6M CÓD.T30.3.1,6D30""";"=""Un""";"1526,66666666667";"1460";"1";"5740";"1000";"6739";"0,68";;"0"
"=""497836 - CX.PAP.OND.DUP.25X20X16cm..""";"=""Un""";"33,3333333333333";"0";"1";"3030";"0";"3029";"3,41";;"0"
"=""497848 - FITA PLAST. P/EMB. LARG. 10mm.""";"=""Un""";"0";"0";"1";"1";"0";"0";"145";;"0"
"=""497851 - MAD. P/ EMB. PINOS 3,0 x 0,10 x 0,023m.""";"=""Un""";"945,666666666667";"630";"1";"362";"0";"361";"12";;"0"
"=""497872 - FITA ADESIVA USO GERAL 3M C/ 100 MTS""";"=""Un""";"78,3333333333333";"98";"1";"145";"0";"144";"5,45";;"0"
"=""497874 - FITILHO""";"=""Un""";"4,33333333333333";"9";"1";"7";"0";"6";"8,42";;"0"
"=""497875 - FRASCO 500ML C/ TAMPA DE LACRE""";"=""Un""";"396";"788";"1";"900";"0";"899";"0,85";;"0"
"=""497885 - FITA MET.P/EMB. - 1mm X 1''""";"=""KG""";"556";"562";"1";"1567,6205";"1120";"2686,6205";"9,98";;"0"
"=""497897 - SELO DE AÇO POLIDO TR 25X60X0,90""";"=""KG""";"25";"25";"1";"100";"50";"149";"10,7";;"0"
"=""497940 - CX.PAP.OND.DUP.42X20X16cm..""";"=""Un""";"100";"0";"1";"1240";"0";"1239";"4,48";;"0"
"=""497952 - SACO PLASTICO 40 X 60 X 0.10""";"=""Un""";"333,333333333333";"0";"1";"1500";"0";"1499";"0,48";;"0"
"=""497968 - SACO PLASTICO P/ DES. 34X24X0,20""";"=""Un""";"0";"0";"1";"3750";"0";"3749";"0,315";;"0"
"=""497990 - FIVELA P/ FITA PLASTICA AB 12X28""";"=""Un""";"0";"0";"1";"1000";"0";"999";"0,105";;"0"
"=""500630 - NIPLE 1/4"""" REF. ARC-112/1414""";"=""Un""";"2,33333333333333";"0";"1";"8";"0";"7";"8,99";;"0"
"=""501246 - PVFLOC PAC (COAGULANTE PAC)""";"=""KG""";"220";"240";"1";"480";"0";"479";"4,9";;"0"
"=""501248 - PVLYE NA""";"=""KG""";"100";"120";"1";"360";"0";"359";"5";;"0"
"=""501268 - SÉRIE DE GUARNIÇÕES MORSA HIDRÁULICA SHARK CÓD. 043.5614""";"=""Un""";"0,333333333333333";"0";"1";"1";"0";"0";"357";;"0"
"=""501700 - GRAXA BRANCA SPRAY""";"=""Un""";"0";"0";"1";"9";"0";"8";"18";;"0"
"=""501951 - MANGUEIRA TRANC HIDRO-AR PT300 5/16""""""";"=""Mt""";"0";"0";"1";"100";"0";"99";"5,5";;"0"
"=""504620 - SPRAY TINTA""";"=""Un""";"17,3333333333333";"22";"1";"78";"0";"77";"27,5";;"0"
"=""504749 - AGUA DEIONIZADA/AUTOCLAVE""";"=""L""";"1,66666666666667";"5";"1";"370";"0";"369";"2,386";;"0"
"=""504876 - ESPIGÃO FIXO P/ MANG. ROSCA MACHO 1/4"""" X 1/4"""" REF. ARC-100/1414""";"=""Un""";"0";"0";"1";"40";"0";"39";"8";;"0"
"=""504877 - ADAP. ROSCA MACHO 1/4"""" REF. ARC-AD-767-MAN""";"=""Un""";"4,66666666666667";"0";"1";"11";"0";"10";"5,76";;"0"
"=""507119 - OLEO DESENGRIPANTE LUB 300ML""";"=""Un""";"6,66666666666667";"0";"1";"4";"0";"3";"12,12";;"0"
"=""507512 - CARVÃO VEGETAL""";"=""KG""";"2";"0";"1";"111";"0";"110";"2,3333";"4";"222"
"=""509266 - FILTRO CARTÃO PLINSADO 1250 X 800MM 20 PLINSAS""";"=""Un""";"0";"0";"1";"18";"0";"17";"58";;"0"
"=""509268 - MANTA PA50 795 X 1270MM""";"=""Un""";"0";"0";"1";"64";"0";"63";"22,725";;"0"
"=""509378 - MANTA HV500 795 X 1270MM""";"=""Un""";"0";"0";"1";"176";"0";"175";"30,5158";;"0"
"=""509380 - MANTA HV500 810 X 1270MM""";"=""Un""";"0";"0";"1";"36";"0";"35";"31,1017";;"0"
"=""509499 - MANGUEIRA OFFSHORE 3/8"""" X 5000MM C/ TERMINAIS""";"=""Un""";"0";"0";"1";"1";"0";"0";"285,6";;"0"
"=""509526 - OLEO P/ TRATOR AMBRA MULTI 10W30""";"=""L""";"40";"100";"1";"60";"0";"59";"24,4925";;"0"
"=""533045 - GUIA ESPIRAL 1,2MM 4,5M CÓD.MP804""";"=""Un""";"0";"0";"1";"21";"0";"20";"27,69";;"0"
"=""533046 - GUIA ESPIRAL 1,2MM 5,5M CÓD.MP805""";"=""Un""";"0";"0";"1";"14";"0";"13";"34,9";;"0"
"=""533053 - PORTA BOCAL M08 CÓD.MB406""";"=""Un""";"20";"60";"1";"230";"40";"269";"36,35";;"0"
"=""533107 - ALICATE UNIVERSAL 8"""" 8280 IOX""";"=""Un""";"1,33333333333333";"1";"1";"4";"0";"3";"55";;"0"
"=""533135 - ABRACADEIRA NYLON 535MM T-250R""";"=""Un""";"10";"0";"1";"20";"0";"19";"3";;"0"
"=""533204 - GUIA ESPIRAL ACO 1,2MM 3.5M CÓD.MP803""";"=""Un""";"0";"0";"1";"22";"0";"21";"17,3";;"0"
"=""533396 - BICO CONT. 1,2MM M8 CÓD. MA063""";"=""Un""";"70";"110";"1";"200";"80";"279";"6,88";;"0"
"=""533572 - PILHA ALCALINA AA""";"=""Un""";"7,66666666666667";"9";"1";"2";"0";"1";"18,5";;"0"
"=""533653 - BOCAL CONICO 1.6MM CÓD. ME516""";"=""Un""";"16,6666666666667";"50";"1";"110";"40";"149";"32,1";;"0"
"=""533701 - FITA TEFLON 3/4 x 50 Mts""";"=""Un""";"1,66666666666667";"0";"1";"10";"0";"9";"6";;"0"
"=""533786 - FITA ISOLANTE 19MM X 20M PRET""";"=""Un""";"4,66666666666667";"3";"1";"8";"0";"7";"16";;"0"
"=""533852 - CAPA DE RASPA P/ TOCHA 35MM 20MTS CÓD.BO736""";"=""M""";"11,6666666666667";"0";"1";"70";"0";"69";"25";;"0"
"=""533880 - CAPA PROTETORA (220747)""";"=""Un""";"1,33333333333333";"2";"1";"4";"5";"8";"547,83";;"0"
"=""533881 - BOCAL (220194)""";"=""Un""";"0";"0";"1";"8";"0";"7";"52";;"0"
"=""533883 - BOCAL 80A (HYP220189)""";"=""Un""";"24,3333333333333";"28";"1";"16";"20";"35";"81,18";;"0"
"=""533884 - BOCAL 130A (HYP220183)""";"=""Un""";"33";"30";"1";"24";"20";"43";"81,18";;"0"
"=""533885 - DISTRIBUIDOR DE GÁS (HYP220179) 80A""";"=""Un""";"1";"0";"1";"18";"0";"17";"167,83";;"0"
"=""533886 - TUBO DE ÁGUA (HYP220340)""";"=""Un""";"1,33333333333333";"0";"1";"10";"0";"9";"159,14";;"0"
"=""533889 - CAPA (220754)""";"=""Un""";"0,333333333333333";"0";"1";"0";"1";"0";"1127,33";;"0"
"=""533890 - CAPA 80A E 130 A (HYP220756)""";"=""Un""";"3,33333333333333";"1";"1";"4";"4";"7";"1127,33";;"0"
"=""533891 - BICO 80A (HYP220188)""";"=""Un""";"19,3333333333333";"16";"1";"120";"30";"149";"108,88";;"0"
"=""533892 - BICO 130A (HYP220182)""";"=""Un""";"40,3333333333333";"35";"1";"77";"40";"116";"108,88";;"0"
"=""534050 - ELETRODO SILVERPLUS 130A (HYP220665)""";"=""Un""";"40";"28";"1";"50";"40";"89";"108,24";;"0"
"=""534091 - ELETRODO 30A (HYP220192)""";"=""Un""";"0";"0";"1";"4";"0";"3";"51,9";;"0"
"=""534116 - BICO 30A (HYP220193)""";"=""Un""";"0";"0";"1";"3";"0";"2";"74,75";;"0"
"=""534144 - ELETRODO SILVERPLUS 80A (HYP420566)""";"=""Un""";"20";"20";"1";"115";"30";"144";"108,24";;"0"
"=""534231 - LUFRIFICANTE SILIC BISNAGA 7G HYP027055""";"=""Un""";"0";"0";"1";"18";"0";"17";"83,28";;"0"
"=""534277 - LIMPA CONTATO""";"=""Un""";"10,3333333333333";"1";"1";"7";"0";"6";"14,9";;"0"
"=""534299 - PILHA ALCALINA AAA PALITO""";"=""Un""";"12,6666666666667";"8";"1";"5";"0";"4";"4,51";;"0"
"=""534435 - BICO DUPLO 1.2MM ROYTOOLS CÓD WELLE 10165""";"=""Un""";"0";"0";"1";"10";"0";"9";"48,5";;"0"
"=""534436 - BICO DUPLO 1.5MM ROYTOOLS CÓD WELLE 8652""";"=""Un""";"5,33333333333333";"2";"1";"4";"20";"23";"47,45";;"0"
"=""534437 - CERAMICA ROYTOOLS CÓD WELLE 8656""";"=""Un""";"3";"1";"1";"9";"0";"8";"152,25";;"0"
"=""534438 - JANELA DE PROTEÇÃO INFERIOR ROYTOOLS CÓD WELLE 8657""";"=""Un""";"3,33333333333333";"2";"1";"10";"0";"9";"96,98";;"0"
"=""534448 - JANELA DE PROTEÇÃO SUPERIOR ROYTOOLS CÓD WELLE 8658""";"=""Un""";"4,66666666666667";"6";"1";"6";"15";"20";"97,33";;"0"
"=""534459 - BICO DUPLO 2.5MM ROYTOOLS CÓD WELLE 8654""";"=""Un""";"0,666666666666667";"1";"1";"25";"0";"24";"51,05";;"0"
"=""534460 - BICO DUPLO 3.0MM ROYTOOLS CÓD WELLE 8655""";"=""Un""";"3";"2";"1";"13";"0";"12";"47,45";;"0"
"=""534510 - FIXADOR VERTICAL KF111 RBL""";"=""Un""";"0";"0";"1";"16";"0";"15";"122,08";;"0"
"=""562270 - CORREIA B  92""";"=""Un""";"1,66666666666667";"0";"1";"5";"0";"4";"75";;"0"
"=""569875 - ALAVANCA PLM 600""";"=""Un""";"0";"0";"1";"3";"0";"2";"250";;"0"
"=""599116 - PÁ QUADRADA""";"=""Un""";"0";"0";"1";"4";"0";"3";"29,9";;"0"
"=""599488 - ADESIVO INSTANTANEO 20 G""";"=""Un""";"2,66666666666667";"0";"1";"18";"0";"17";"12";;"0"
"=""599999 - CP MAT. P/ MANUTENÇÃO INDUSTRIAL""";"=""Un""";"16,3333333333333";"12";"1";"0";"3";"2";"4";;"0"
"=""600233 - ALICATE DE PRESSÃO 10""""""";"=""Un""";"0";"0";"1";"1";"0";"0";"61";;"0"
"=""600352 - DISCO DE DESBASTE 4.1/2""""""";"=""Un""";"17,3333333333333";"31";"1";"208";"0";"207";"6";;"0"
"=""600369 - CHAVE DE GRIF 14""""""";"=""Un""";"0";"0";"1";"4";"0";"3";"87,02";;"0"
"=""600588 - LANTERNA RECARREGAVEL SUPER LED""";"=""Un""";"6";"5";"1";"16";"0";"15";"110";;"0"
"=""633975 - CADEADO 35MM""";"=""Un""";"1,33333333333333";"1";"1";"6";"0";"5";"27,5";;"0"
"=""641310 - BROCA AR 7/32  LONGA  DIN340""";"=""Un""";"0,666666666666667";"2";"1";"3";"0";"2";"51";;"0"
"=""641364 - BROCA AR 11/64 HAST.CIL.DIN338""";"=""Un""";"1,33333333333333";"0";"1";"6";"0";"5";"8";;"0"
"=""641388 - BROCA AR  7/16 LONGA    DIN340""";"=""Un""";"0";"0";"1";"6";"0";"5";"96,76";;"0"
"=""641390 - BROCA AR 11/32 LONGA    DIN340""";"=""Un""";"0,666666666666667";"0";"1";"9";"0";"8";"24";;"0"
"=""641406 - BROCA AR 13/64 HAST.CIL.DIN338""";"=""Un""";"4,66666666666667";"4";"1";"10";"0";"9";"9,5";;"0"
"=""641509 - BROCA AR  3/16 HAST.CIL.DIN338""";"=""Un""";"2,33333333333333";"2";"1";"4";"0";"3";"8,5";;"0"
"=""641560 - BROCA AR  3/8  HAST.CIL.DIN338""";"=""Un""";"0";"0";"1";"3";"0";"2";"17,91";;"0"
"=""641583 - BROCA AR  5/16 HAST.CIL.DIN338""";"=""Un""";"1,66666666666667";"1";"1";"3";"0";"2";"11,28";;"0"
"=""641662 - BROCA AR  7/32 HAST.CIL.DIN338""";"=""Un""";"1,66666666666667";"1";"1";"9";"0";"8";"47";;"0"
"=""641704 - BROCA AR  9/32 HAST.CIL.DIN338""";"=""Un""";"0,333333333333333";"1";"1";"6";"0";"5";"10,42";;"0"
"=""641728 - BROCA CONICA 13/32     DIN 345""";"=""Un""";"0";"0";"1";"2";"0";"1";"97,33";;"0"
"=""641740 - BROCA CONICA 11/16     DIN 345""";"=""Un""";"0";"0";"1";"2";"0";"1";"177,97";;"0"
"=""641741 - BROCA AR  9/64 HAST.CIL.DIN338""";"=""Un""";"0";"0";"1";"3";"0";"2";"2,85";;"0"
"=""641765 - BROCA AR  1/4  HAST.CIL.DIN338""";"=""Un""";"1";"1";"1";"4";"0";"3";"12,8";;"0"
"=""641766 - BROCA AR  9.0MM HAST.CIL.DIN338""";"=""Un""";"0";"0";"1";"6";"0";"5";"7,75";;"0"
"=""641881 - BROCA CONICA  9/16     DIN 345""";"=""Un""";"0";"0";"1";"1";"0";"0";"97";;"0"
"=""641911 - BROCA CONICA  5/8       DIN 345""";"=""Un""";"0";"0";"1";"1";"0";"0";"90,55";;"0"
"=""643105 - BROCA DE CENTRO 3/16X7/16""";"=""Un""";"0,666666666666667";"0";"1";"11";"0";"10";"52";;"0"
"=""643294 - BROCA CONICA  1/4      DIN 345""";"=""Un""";"0";"0";"1";"2";"0";"1";"70,23";;"0"
"=""643417 - BROCA FRESA DE TOPO 8,00MM 2 NAVALHAS METAL DURO""";"=""Un""";"2";"3";"1";"6";"0";"5";"110";;"0"
"=""643427 - INSERTO PASTILHA ROSCA EXT RT16.01W-60P YBG201""";"=""Un""";"3,33333333333333";"0";"1";"30";"0";"29";"55";;"0"
"=""643452 - BROCA TOPO 5/16     4 NAVALHAS""";"=""Un""";"0";"0";"1";"5";"0";"4";"80";;"0"
"=""645102 - MACHO MANUAL OSG 1/4 UNF 100B DIN351""";"=""Un""";"1";"0";"1";"1";"0";"0";"106";;"0"
"=""646301 - LAMINA DE SERRA 1/2  X 12""";"=""Un""";"1,33333333333333";"1";"1";"16";"0";"15";"11,5";;"0"
"=""647433 - SERRA EM FITA PB - 1""""   4-6 VPR""";"=""Un""";"20";"35";"1";"30";"80";"109";"146,4";;"0"
"=""647471 - SERRA EM FITA PB II - 27-  3-4  C/ 3,66M""";"=""Un""";"23,3333333333333";"45";"1";"25";"80";"104";"146,4";"20";"21,4285714285714"
"=""648384 - INS SPMG 07T308 ZVRW1328""";"=""Un""";"3,33333333333333";"0";"1";"20";"0";"19";"53,5";;"0"
"=""648670 - INS CNMG 12.04.08 - TF IC 9250""";"=""Un""";"14,3333333333333";"22";"1";"47";"0";"46";"48";;"0"
"=""649259 - DISCO DE LIXA G-36  7""""""";"=""Un""";"1280";"1120";"1";"560";"3000";"3559";"6,75";;"0"
"=""649272 - DISCO DE DESBASTE 1/4 x 7 x 7/8""""""";"=""Un""";"36,6666666666667";"40";"1";"1";"0";"0";"12,5";;"0"
"=""649280 - DISCO FLAP 4"""" G-60""";"=""Un""";"73,3333333333333";"70";"1";"30";"0";"29";"5,5";;"0"
"=""649304 - DISCO P/ POLICORTE 1/8 X 7""""""";"=""Un""";"13,3333333333333";"20";"1";"30";"0";"29";"6,9";;"0"
"=""649305 - DISCO P/ POLICORTE 1MM X 4.1/2"""" P/ INOX""";"=""Un""";"144";"116";"1";"472";"0";"471";"1,91";;"0"
"=""649351 - ESC. DE ACO 1777 P/SOLDADOR""";"=""Un""";"0,666666666666667";"0";"1";"21";"0";"20";"6";;"0"
"=""649655 - INSERTO MGMN 400 RWM215""";"=""Un""";"3,33333333333333";"0";"1";"20";"0";"19";"65";;"0"
"=""649727 - LIXA DE PANO P/ FERRO G-100""";"=""Un""";"1";"2";"1";"118";"0";"117";"5,3";;"0"
"=""649740 - LIXA DE PANO P/ FERRO G-60""";"=""Un""";"0,666666666666667";"2";"1";"11";"0";"10";"5,42";;"0"
"=""649764 - LIXA DE PANO P/ FERRO G-220""";"=""Un""";"0";"0";"1";"100";"0";"99";"2,45";;"0"
"=""649860 - LIXA D'AGUA G-400""";"=""Un""";"2,66666666666667";"0";"1";"268";"0";"267";"2";;"0"
"=""649910 - DISCO DE LIXA  4.1/2"""" G-36""";"=""Un""";"0";"0";"1";"200";"0";"199";"4,5";;"0"
"=""649911 - DISCO DE LIXA HOOKIT G-80""";"=""Un""";"140";"220";"1";"800";"0";"799";"3,89";;"0"
"=""649913 - DISCO DE LIXA HOOKIT  G-220""";"=""Un""";"240";"220";"1";"500";"0";"499";"3,89";;"0"
"=""649914 - DISCO DE LIXA 7""""  G-120""";"=""Un""";"0";"0";"1";"269";"0";"268";"5,5";;"0"
"=""650081 - INS TNMG 16.04.08 RF IC 9250""";"=""Un""";"0";"0";"1";"6";"0";"5";"48";;"0"
"=""650090 - INS TNMG 160408 EL T9335""";"=""Un""";"3";"9";"1";"10";"0";"9";"52";;"0"
"=""650175 - INS WNMG 08.04.08 WT TT3500""";"=""Un""";"0";"0";"1";"35";"0";"34";"62,5";;"0"
"=""700014 - APONTADOR C/ 1FURO PLASTICO""";"=""Un""";"0,666666666666667";"1";"1";"3";"0";"2";"0,5";;"0"
"=""700015 - PANO DE CHÃO ALVEJADO""";"=""Un""";"4";"5";"1";"6";"0";"5";"1,45";;"0"
"=""700017 - GRAMPEADOR GENMES 5777""";"=""Un""";"1";"0";"1";"2";"0";"1";"14";;"0"
"=""700025 - MOUSE USB""";"=""Un""";"0,333333333333333";"0";"1";"4";"1";"4";"35";;"0"
"=""700043 - VASELINA PASTOSA""";"=""KG""";"0,666666666666667";"0";"1";"5";"0";"4";"29,9";;"0"
"=""700058 - PRANCHETA EUCATEX""";"=""Un""";"3";"5";"1";"8";"0";"7";"6,3";;"0"
"=""700091 - CANETA OFFICE PEN 2.0""";"=""Un""";"3";"5";"1";"26";"0";"25";"3,49";;"0"
"=""700130 - TOUCA ESPECIAL P/ SOLDADOR""";"=""Un""";"13";"26";"1";"39";"0";"38";"7,5";;"0"
"=""700138 - CALCULADORA 12 DIG. DE MESA""";"=""Un""";"0,333333333333333";"1";"1";"1";"0";"0";"27,3";;"0"
"=""700163 - TECLADO USB""";"=""Un""";"0,333333333333333";"0";"1";"4";"0";"3";"19,99";;"0"
"=""700178 - ROUPA / MACACÃO DE PROTEÇÃO""";"=""Un""";"38";"22";"1";"36";"0";"35";"18,7";;"0"
"=""700207 - SACO PARA LIXO COM 20LTS""";"=""Un""";"0";"0";"1";"100";"0";"99";"0,076";;"0"
"=""700208 - SACO PARA LIXO COM 40LTS""";"=""Un""";"0";"0";"1";"400";"0";"399";"0,108";;"0"
"=""700214 - PORTA PAPEL HIGIENICO P/ RL 400MT""";"=""Un""";"0";"0";"1";"3";"0";"2";"38,5";;"0"
"=""700258 - PÁ PARA LIXO CABO LONGO PLASTICO""";"=""Un""";"2,33333333333333";"0";"1";"1";"0";"0";"4,5";;"0"
"=""700263 - RODO PLASTICO 40CM""";"=""Un""";"1,33333333333333";"0";"1";"14";"0";"13";"4,88";;"0"
"=""700271 - CREME DE PROTEÇÃO PARA PELE""";"=""Un""";"0,333333333333333";"0";"1";"3";"0";"2";"385";;"0"
"=""700276 - SACO PARA LIXO COM 100LTS""";"=""Un""";"33,3333333333333";"0";"1";"200";"0";"199";"0,145";;"0"
"=""700296 - QUADRO BRANCO ALUM. 1,20 X 0,90""";"=""Un""";"1,33333333333333";"4";"1";"12";"0";"11";"106";;"0"
"=""700316 - VEJA MULTI USO 500ML""";"=""Un""";"3";"2";"1";"4";"0";"3";"3,99";;"0"
"=""700386 - TESOURA 21CM""";"=""Un""";"1";"0";"1";"2";"0";"1";"2,6";;"0"
"=""700447 - RADIO WALK TALK COMUNICADOR""";"=""Un""";"5,33333333333333";"4";"1";"4";"0";"3";"59,994";;"0"
"=""701010 - PULVERIZADOR MULTIUSO 500ML""";"=""Un""";"15";"15";"1";"14";"0";"13";"14,8";;"0"
"=""701018 - ESPONJA DUPLA FACE 60X1""";"=""Un""";"10";"2";"1";"25";"0";"24";"0,75";;"0"
"=""701039 - BOTAS VAQUETA C/ BIQUEIRA AÇO/COMPOSITE""";"=""Un""";"26,6666666666667";"5";"1";"174";"12";"185";"98";;"0"
"=""701042 - PALMILHA EVA AIR C/ GEL""";"=""Un""";"7";"0";"1";"49";"0";"48";"17,37";;"0"
"=""701117 - FILTRO MEC. P/RESP.  P-1  (DE LÃ)""";"=""Un""";"0";"0";"1";"81";"0";"80";"2,45";;"0"
"=""701452 - CAMISA CEDROPAC LEVE 2 M. LONGA CINZA""";"=""Un""";"0";"0";"1";"100";"0";"99";"86,2";;"0"
"=""701935 - MARCADOR ESFEROGRÁFICO DE 2mm.""";"=""Un""";"3,33333333333333";"6";"1";"75";"0";"74";"14,9";;"0"
